Year,Make,Model,Trim,Drivetrain,Segment,Certified,Certified Program,Stock Number,VIN,Risk Light,Photo Count,Key Photo,DMS Status,Key Information,Lot Location,Age,Leads (last 7 days),Leads (Daily Avg Last 7 Days),Leads (Since Last Reprice),Leads (All),Mileage,Objective,Color,Price,Last Reprice,MSRP,Unit Cost,Est. Profit,ACV Wholesale,ACV MAX Retail,% to Market,Cost to Market,Market Rank (Matching),Market Listings (Matching),Market Rank (Overall),Market Listings (Overall),MDS (Overall),MDS (Matching),Proof point: Market,Proof point: MSRP,Syndication,CarGurus CTR,CarGurus SRP Views,CarGurus VDP Views,Book value: MMR,MMR - Cost,Book value: Galves,Water,Proof point: J.D. Power,Proof point: KBB
2026,BMW,X3,30 xDrive,AWD,SUV,No,"",B35676,5UX53GP02T9202087,Green,9,https://cdn.max.auto/102612/5UX53GP02T9202087/68deac47c34e37662791dcce.jpg,S,,"",21,0,0,0,0,3,Retail,Gray,"$55,290.00","","$55,290.00","$52,392.00","$2,898.00","","",96%,91%,84,352,103,477,180,258,"$2,314.00 below",$0.00 below,On,0.0%,0,0,"","","","","",""
2026,BMW,X3,30 xDrive,AWD,SUV,No,"",B35668,5UX53GP05T9199914,Green,9,https://cdn.max.auto/102612/5UX53GP05T9199914/68deac4bc34e37662791f9dc.jpg,S,,"",21,0,0,0,0,9,Retail,Blue,"$59,090.00","","$59,090.00","$55,927.00","$3,163.00","","",103%,97%,259,352,330,477,180,258,"$1,486.00 above",$0.00 below,On,0.0%,0,0,"","","","","",""
2026,BMW,X3,30 xDrive,AWD,SUV,No,"",B35666,5UX53GP08T9200683,Green,8,https://cdn.max.auto/102612/5UX53GP08T9200683/68deac47c34e37662791da7b.jpg,S,,"",21,0,0,0,0,2,Retail,White,"$58,840.00","","$58,840.00","$55,697.00","$3,143.00","","",102%,97%,248,352,314,477,180,258,"$1,236.00 above",$0.00 below,On,0.0%,0,0,"","","","","",""
2026,BMW,X3,M50 xDrive,AWD,SUV,No,"",B35661,5UX73GP01T9197361,Green,9,https://cdn.max.auto/102612/5UX73GP01T9197361/68deac47c34e37662791d8ac.jpg,S,,"",20,0,0,0,0,2,Retail,White,"$75,490.00","","$75,490.00","$71,182.00","$4,308.00","","",103%,97%,26,28,474,477,180,87,"$2,170.00 above",$0.00 below,On,9.6%,659,63,"","","","","",""
2026,BMW,X1,xDrive28i,AWD,SUV,No,"",B35664,WBX73EF07T5427857,Green,9,https://cdn.max.auto/102612/WBX73EF07T5427857/68deac48c34e37662791e011.jpg,S,,"",20,0,0,0,0,2,Retail,Gray,"$48,855.00","","$48,855.00","$46,412.00","$2,443.00","","",100%,95%,66,126,83,169,190,298,$134.00 below,$0.00 below,On,0.0%,0,0,"","","","","",""
2026,BMW,X1,xDrive28i,AWD,SUV,No,"",B35665,WBX73EF07T5434825,Green,8,https://cdn.max.auto/102612/WBX73EF07T5434825/68deac47c34e37662791d9a5.jpg,S,,"",20,0,0,0,0,2,Retail,Green,"$49,305.00","","$49,305.00","$46,832.00","$2,473.00","","",101%,96%,78,126,98,169,190,298,$316.00 above,$0.00 below,On,0.0%,0,0,"","","","","",""
2020,Chevrolet,Equinox,LT,AWD,SUV,No,"",B35519A,2GNAXUEV2L6267283,Yellow,21,https://cdn.max.auto/102612/2GNAXUEV2L6267283/68dafad7c34e3766276948ae.jpg,S,4 Tires|Alignment|Oil Change,"",21,0,0,0,0,"53,294",Retail,Gray,"$18,598.00",2025-10-10T06:19:00.000Z,"","$16,957.39","$1,640.61","$15,050.00","$18,125.00",99%,90%,10,22,85,124,58,37,$156.00 below,"",On,0.0%,0,0,"$15,150.00","-$1,807.39","$13,100.00","-$3,857.39","$1,177.00 below",$661.00 above
2024,Mercedes-Benz,GLE,GLE 450,AWD,SUV,No,"",B35633A,4JGFB5KB8RB099549,Yellow,20,https://cdn.max.auto/102612/4JGFB5KB8RB099549/68dc0245c34e376627a22828.jpg,S,Oil Change,"",23,0,0,0,0,"38,555",Retail,Gray,"$61,998.00",2025-10-10T06:11:00.000Z,"","$59,661.23","$2,336.77","$54,625.00","$60,775.00",100%,96%,4,10,637,1267,56,300,$249.00 below,"",On,14.3%,28,4,"$54,600.00","-$5,061.23","$51,075.00","-$8,586.23","$5,252.00 below","$5,733.00 above"
2025,BMW,M2, ,RWD,Coupe,No,"",B35673,3MF23DM05S8F77159,Yellow,9,https://cdn.max.auto/102612/3MF23DM05S8F77159/68daa2bcc34e376627f2d5c6.jpg,S,,"",19,1,0.1,0,2,2,Retail,Red,"$76,675.00","","$76,675.00","$72,282.00","$4,393.00","","",103%,97%,7,7,9,9,34,53,"$1,929.00 above",$0.00 below,On,6.6%,"14,866",982,"","","","","",""
2025,BMW,3 Series,330i xDrive,AWD,Sedan,No,"",B35682,3MW89CW01S8F45633,Green,13,https://cdn.max.auto/102612/3MW89CW01S8F45633/68d5a693c34e376627171c29.jpg,S,,"",18,2,0.3,0,2,2,Retail,White,"$51,200.00","","$51,200.00","$48,720.70","$2,479.30","","",99%,94%,17,70,32,94,35,51,$406.00 below,$0.00 below,On,21.5%,65,14,"","","","","",""
2025,BMW,3 Series,330i xDrive,AWD,Sedan,No,"",B35683,3MW89CW02S8F83629,Green,9,https://cdn.max.auto/102612/3MW89CW02S8F83629/68deac4bc34e37662791f964.jpg,S,,"",18,1,0.1,0,1,2,Retail,White,"$55,070.00","","$55,070.00","$52,192.00","$2,878.00","","",107%,101%,68,70,86,94,35,51,"$3,464.00 above",$0.00 below,On,2.9%,"1,895",56,"","","","","",""
2026,BMW,X5,xDrive40i,AWD,SUV,No,"",B35678,5UX23EU01T9203338,Green,9,https://cdn.max.auto/102612/5UX23EU01T9203338/68e675a7ae6c705a3d072ef3.jpg,S,,"",19,1,0.1,0,3,2,Retail,Gray,"$81,025.00","","$81,025.00","$76,327.00","$4,698.00","","",103%,97%,132,174,202,347,53,62,"$2,238.00 above",$0.00 below,On,11.5%,61,7,"","","","","",""
2026,BMW,X5,xDrive40i,AWD,SUV,No,"",B35677,5UX23EU09T9206598,Green,0,"",S,,"",19,0,0,0,0,3,Retail,Black,"$83,725.00","","$83,725.00","$78,990.70","$4,734.30","","",106%,100%,158,174,265,347,53,62,"$4,938.00 above",$0.00 below,On,0.0%,0,0,"","","","","",""
2025,BMW,X2,xDrive28i,AWD,SUV,No,"",B35684,WBX63GM0XS5299512,Green,9,https://cdn.max.auto/102612/WBX63GM0XS5299512/68deac46c34e37662791d5d2.jpg,S,,"",18,0,0,0,0,2,Retail,Black,"$46,595.00","","$46,595.00","$44,440.70","$2,154.30","","",103%,98%,12,18,12,23,90,101,"$1,455.00 above",$0.00 below,On,0.0%,0,0,"","","","","",""
2026,BMW,X1,xDrive28i,AWD,SUV,No,"",B35686,WBX73EF01T5435128,Green,13,https://cdn.max.auto/102612/WBX73EF01T5435128/68d5a68dc34e3766271707e3.jpg,S,,"",18,0,0,0,0,2,Retail,Blue,"$49,505.00","","$49,505.00","$47,017.00","$2,488.00","","",101%,96%,81,126,101,169,190,298,$516.00 above,$0.00 below,On,0.0%,0,0,"","","","","",""
2026,BMW,X1,xDrive28i,AWD,SUV,No,"",B35687,WBX73EF07T5428006,Green,9,https://cdn.max.auto/102612/WBX73EF07T5428006/68deac47c34e37662791daa2.jpg,S,,"",18,0,0,0,0,2,Retail,Green,"$49,905.00","","$49,905.00","$47,387.00","$2,518.00","","",102%,97%,90,126,111,169,190,298,$916.00 above,$0.00 below,On,0.0%,0,0,"","","","","",""
2026,BMW,i7,xDrive60,AWD,Sedan,No,"",B35680,WBY53EJ03TCW18312,Yellow,0,"",S,,"",18,0,0,0,0,2,Retail,Black,"$132,625.00","","$132,625.00","$124,465.70","$8,159.30","","","","","","","","","","","",$0.00 below,Off,0.0%,0,0,"","","","","",""
2024,BMW,2 Series,M235i xDrive,AWD,Sedan,Yes,BMW Certified Pre-Owned (CPOV),B34322A,WBA13AL08R7R61850,Red,20,https://cdn.max.auto/102612/WBA13AL08R7R61850/68d81865c34e37662789ad12.jpg,S,Oil Change|BMW CPO,"",19,0,0,0,0,"6,727",Retail,Gray,"$45,998.00",2025-09-29T06:22:00.000Z,"","$40,445.50","$5,552.50","$34,075.00","$43,550.00",99%,87%,13,21,731,845,54,73,$305.00 below,"",On,0.0%,0,0,"$40,800.00",$354.50,"$37,600.00","-$2,845.50","$2,477.00 below","$2,848.00 below"
2026,BMW,X5,xDrive40i,AWD,SUV,No,"",B35699,5UX23EU09T9208951,Green,9,https://cdn.max.auto/102612/5UX23EU09T9208951/68deac4bc34e37662791f53e.jpg,S,,"",18,0,0,0,3,2,Retail,Blue,"$78,275.00","","$78,275.00","$73,767.00","$4,508.00","","",99%,94%,84,174,119,347,53,62,$512.00 below,$0.00 below,On,0.0%,0,0,"","","","","",""
2025,BMW,3 Series,330i xDrive,AWD,Sedan,No,"",B35695,3MW89CW05S8F77002,Green,13,https://cdn.max.auto/102612/3MW89CW05S8F77002/68d6d156c34e37662704c39f.jpg,S,,"",18,2,0.3,0,2,2,Retail,Black,"$51,070.00","","$51,070.00","$48,467.00","$2,603.00","","",99%,94%,17,70,32,94,35,51,$536.00 below,$0.00 below,On,1.7%,"3,740",63,"","","","","",""
2026,BMW,X5,xDrive50e,AWD,SUV,No,"",B35690,5UX43EU06T9207751,Green,9,https://cdn.max.auto/102612/5UX43EU06T9207751/68deac4ac34e37662791efc7.jpg,S,,"",18,1,0.1,0,2,2,Retail,Black,"$92,775.00","","$92,775.00","$87,257.00","$5,518.00","","",111%,105%,34,34,323,347,53,46,"$9,409.00 above",$0.00 below,On,5.3%,190,10,"","","","","",""
2026,BMW,X3,M50 xDrive,AWD,SUV,No,"",B35698,5UX73GP04T9205503,Green,9,https://cdn.max.auto/102612/5UX73GP04T9205503/68deac4ec34e376627920d98.jpg,S,,"",18,0,0,0,3,2,Retail,Blue,"$74,640.00","","$74,640.00","$70,392.00","$4,248.00","","",102%,96%,24,28,472,477,180,87,"$1,320.00 above",$0.00 below,On,0.0%,0,0,"","","","","",""
2022,BMW,X3,xDrive30i,AWD,SUV,Yes,"",BN28896,5UX53DP02N9N25511,Green,0,"",S,,"",28,0,0,0,0,"35,705",Sold,Blue,$0.00,"","","$27,190.72","","$28,750.00","$34,175.00","","",0,49,0,87,39,40,"","",On,0.0%,0,0,"","","$26,625.00",-$565.72,"",""
2020,Lincoln,Corsair,Reserve,AWD,SUV,No,"",BL34479A,5LMCJ2D99LUL00544,Yellow,20,https://cdn.max.auto/102612/5LMCJ2D99LUL00544/68d85400c34e37662724f3a0.jpg,S,,"",19,0,0,0,0,"69,951",Wholesale,Blue,$0.00,"","","$16,366.50","","$18,650.00","$23,175.00","","",0,13,0,32,54,98,"","",Off,0.0%,0,0,"$18,000.00","$1,633.50","$16,600.00",$233.50,"",""
2023,BMW,X3,xDrive30i,AWD,SUV,Yes,BMW Certified Pre-Owned (CPOV),B35475A,5UX53DP05P9R51647,Green,0,"",S,Oil Change|BMW CPO,"",18,0,0,0,1,"33,125",Sold,White,"$38,998.00",2025-09-25T14:18:00.000Z,"","$38,137.22",$860.78,"$31,375.00","$37,575.00",103%,101%,11,14,180,325,62,53,"$1,290.00 above","",Off,0.0%,0,0,"$31,700.00","-$6,437.22","$30,200.00","-$7,937.22","$1,177.00 below","$1,913.00 above"
2019,BMW,3 Series,330i xDrive,AWD,Sedan,No,"",B35588B,3MW5R7J57K8B02612,Yellow,20,https://cdn.max.auto/102612/3MW5R7J57K8B02612/68dd493fc34e376627a60dfc.jpg,S,Oil Change,"",18,2,0.3,3,3,"47,677",Retail,Black,"$25,498.00",2025-10-01T12:25:00.000Z,"","$23,909.88","$1,588.12","$20,550.00","$24,450.00",101%,95%,34,61,253,290,35,30,$361.00 above,"",On,4.3%,"6,283",272,"$21,600.00","-$2,309.88","$18,725.00","-$5,184.88","$1,902.00 below","$1,133.00 below"
2019,BMW,X5,xDrive40i,AWD,SUV,No,"",BN28904,5UXCR6C5XKLL04708,Yellow,21,https://cdn.max.auto/102612/5UXCR6C5XKLL04708/68db1a28c34e3766271b3559.jpg,S,Oil Change,"",18,0,0,0,1,"72,098",Wholesale,White,$0.00,2025-10-07T10:12:00.000Z,"","$23,716.45","","$23,175.00","$27,425.00","","",0,17,0,25,43,59,"","",On,3.1%,"1,747",55,"$23,900.00",$183.55,"$22,500.00","-$1,216.45","",""
2022,BMW,5 Series,M550i xDrive,AWD,Sedan,Yes,BMW Certified Pre-Owned (CPOV),BN28905,WBA13BK06NCL05607,Green,20,https://cdn.max.auto/102612/WBA13BK06NCL05607/68dc21dbc34e376627147e54.jpg,S,Oil Change|BMW CPO,"",18,0,0,0,1,"45,786",Retail,Blue,"$50,298.00",2025-10-06T07:20:00.000Z,"","$46,047.34","$4,250.66","$43,275.00","$51,600.00","","","","","","","","","","",On,5.6%,"7,542",425,"$45,900.00",-$147.34,"$44,550.00","-$1,497.34","$10,352.00 below","$1,914.00 below"
2023,BMW,3 Series,330i xDrive,AWD,Sedan,Yes,BMW Certified Pre-Owned (CPOV),B35671A,3MW89FF01P8D27541,Green,20,https://cdn.max.auto/102612/3MW89FF01P8D27541/68e0faf4c34e376627509651.jpg,S,Oil Change|BMW CPO,"",18,0,0,0,0,"10,474",Retail,Black,"$39,498.00",2025-10-02T13:43:00.000Z,"","$37,429.55","$2,068.45","$33,150.00","$39,050.00",100%,95%,10,17,618,818,54,41,$6.00 below,"",On,28.4%,81,23,"$34,000.00","-$3,429.55","$32,225.00","-$5,204.55","$2,577.00 below","$1,385.00 below"
2026,BMW,X3,30 xDrive,AWD,SUV,No,"",B35703,5UX53GP00T9207403,Green,9,https://cdn.max.auto/102612/5UX53GP00T9207403/68dc21dbc34e376627147ace.jpg,S,,"",13,0,0,0,0,2,Retail,Blue,"$62,440.00","","$62,440.00","$59,042.00","$3,398.00","","",108%,102%,339,352,425,477,180,258,"$4,836.00 above",$0.00 below,On,0.0%,0,0,"","","","","",""
2026,BMW,X3,30 xDrive,AWD,SUV,No,"",B35705,5UX53GP02T9207628,Green,9,https://cdn.max.auto/102612/5UX53GP02T9207628/68dc21dbc34e376627147a0e.jpg,S,,"",13,0,0,0,0,2,Retail,Blue,"$56,140.00","","$56,140.00","$53,182.00","$2,958.00","","",97%,92%,117,352,146,477,180,258,"$1,464.00 below",$0.00 below,On,0.0%,0,0,"","","","","",""
2026,BMW,X3,30 xDrive,AWD,SUV,No,"",B35697,5UX53GP04T9207162,Green,9,https://cdn.max.auto/102612/5UX53GP04T9207162/68e40063c34e376627f66e21.jpg,S,,"",13,0,0,0,1,2,Retail,Blue,"$56,190.00","","$56,190.00","$53,227.00","$2,963.00","","",98%,92%,117,352,146,477,180,258,"$1,414.00 below",$0.00 below,On,0.0%,0,0,"","","","","",""
2026,BMW,X3,M50 xDrive,AWD,SUV,No,"",B35689,5UX73GP06T9199283,Green,9,https://cdn.max.auto/102612/5UX73GP06T9199283/68dc21dcc34e376627148020.jpg,S,,"",13,0,0,0,0,2,Retail,Red,"$76,140.00","","$76,140.00","$71,787.00","$4,353.00","","",104%,98%,28,28,477,477,180,87,"$2,820.00 above",$0.00 below,On,14.2%,590,84,"","","","","",""
2015,BMW,3 Series,328i xDrive,AWD,Sedan,No,"",BL34212A,WBA3B5G54FNS12866,Red,20,https://cdn.max.auto/102612/WBA3B5G54FNS12866/68e53d5bae6c705a3d9b6128.jpg,S,Oil Change,"",17,5,0.7,5,6,"54,327",Sold,Blue,"$16,998.00",2025-10-03T10:48:00.000Z,"","$9,796.00","$7,202.00","$10,075.00","$14,875.00","","","","","","","","","","",On,17.9%,470,84,"$10,950.00","$1,154.00","$8,900.00",-$896.00,"$1,598.00 above",""
2016,BMW,5 Series,535i xDrive,AWD,Sedan,No,"",B35527A,WBA5B3C57GG253369,Red,0,"",S,,"",17,0,0,0,1,"84,344",Wholesale,"",$0.00,"","","$10,700.00","","$10,775.00","$16,200.00","","",0,6,0,10,18,26,"","",Off,0.0%,0,0,"$9,875.00",-$825.00,"$9,575.00","-$1,125.00","",""
2022,Volvo,XC40 Recharge Pure Electric,Twin Ultimate,AWD,SUV,No,"",B35586A,YV4ED3UB2N2678958,Yellow,20,https://cdn.max.auto/102612/YV4ED3UB2N2678958/68ddc0abc34e376627629a9a.jpg,S,,"",17,0,0,0,0,"26,534",Retail,Blue,"$28,998.00",2025-10-13T07:19:00.000Z,"","$24,329.90","$4,668.10","$20,300.00","$28,325.00",99%,83%,3,6,28,45,36,34,$420.00 below,"",On,4.2%,"1,179",49,"$24,400.00",$70.10,"$20,350.00","-$3,979.90","$2,527.00 below","$1,394.00 below"
2023,Audi,S3,Premium Plus,AWD,Sedan,No,"",B35696A,WAUH3DGY5PA069958,Yellow,20,https://cdn.max.auto/102612/WAUH3DGY5PA069958/68e136d4c34e376627f8c737.jpg,S,Oil Change,"",18,0,0,0,0,"24,764",Retail,White,$0.00,"","","$38,138.82","","$35,375.00","$38,350.00","","",0,15,0,26,57,59,"","",Off,0.0%,0,0,"$36,500.00","-$1,638.82","$33,150.00","-$4,988.82","",""
2024,Chevrolet,Silverado 2500HD,ZR2,4WD,Truck,No,"",BN28899XXA,1GC4YYE72RF347760,Yellow,20,https://cdn.max.auto/102612/1GC4YYE72RF347760/68dd654cc34e376627071b08.jpg,S,Oil Change,"",18,0,0,0,0,"23,644",Retail,Black,"$72,498.00",2025-10-01T11:56:00.000Z,"","$62,700.00","$9,798.00","$63,375.00","$67,950.00",100%,86%,18,41,208,287,69,97,$202.00 below,"",Off,0.0%,0,0,"$62,200.00",-$500.00,"$59,900.00","-$2,800.00","$1,973.00 above","$4,340.00 above"
2023,BMW,X3,xDrive30i,AWD,SUV,Yes,BMW Certified Pre-Owned (CPOV),B35450A,5UX53DP08P9R62285,Green,20,https://cdn.max.auto/102612/5UX53DP08P9R62285/68dc0245c34e376627a22888.jpg,S,,"",16,0,0,0,0,"43,200",Retail,Black,"$36,498.00",2025-09-30T12:39:00.000Z,"","$33,021.30","$3,476.70","$29,150.00","$34,375.00",102%,93%,11,18,99,325,62,77,$854.00 above,"",On,0.0%,0,0,"$28,700.00","-$4,321.30","$27,650.00","-$5,371.30","$2,827.00 below",$974.00 above
2021,Volvo,XC60,Inscription,AWD,SUV,No,"",B35675A,YV4102RL3M1803542,Yellow,20,https://cdn.max.auto/102612/YV4102RL3M1803542/68df0493c34e376627bf60de.jpg,S,Oil Change,"",17,0,0,0,0,"78,354",Retail,White,"$25,998.00",2025-10-07T11:12:00.000Z,"","$18,200.00","$7,798.00","$20,200.00","$23,950.00",99%,69%,14,25,64,212,69,83,$328.00 below,"",Off,0.0%,0,0,"$19,300.00","$1,100.00","$19,225.00","$1,025.00",$752.00 below,"$2,306.00 above"
2022,BMW,X3,xDrive30i,AWD,SUV,Yes,BMW Certified Pre-Owned (CPOV),B35444A,WBX57DP06NN175798,Green,20,https://cdn.max.auto/102612/WBX57DP06NN175798/68dc3eb3c34e376627a96cba.jpg,S,Oil Change|BMW CPO,"",16,0,0,0,0,"28,484",Retail,Black,"$36,998.00",2025-10-01T12:19:00.000Z,"","$36,734.84",$263.16,"$29,875.00","$35,225.00",100%,100%,19,31,64,87,39,28,$152.00 above,"",On,0.0%,0,0,"$29,700.00","-$7,034.84","$27,550.00","-$9,184.84",$627.00 below,"$2,202.00 above"
2023,BMW,iX,M60,AWD,SUV,Yes,BMW Certified Pre-Owned (CPOV),BN28906,WB533CF06PCM62709,Green,20,https://cdn.max.auto/102612/WB533CF06PCM62709/68dbe63ec34e376627392043.jpg,S,BMW CPO,"",16,0,0,0,0,"10,742",Retail,Black,"$59,498.00",2025-09-30T06:37:00.000Z,"","$54,385.47","$5,112.53","$47,625.00","$61,600.00",104%,95%,8,8,34,35,27,27,"$2,493.00 above","",Off,0.0%,0,0,"$53,400.00",-$985.47,"$50,625.00","-$3,760.47",$573.00 above,"$9,134.00 above"
2023,BMW,5 Series,M550i xDrive,AWD,Sedan,Yes,BMW Certified Pre-Owned (CPOV),B35345A,WBA13BK02PCM18103,Green,20,https://cdn.max.auto/102612/WBA13BK02PCM18103/68deac65c34e376627922a58.jpg,S,Oil Change|BMW CPO,"",16,0,0,1,1,"45,598",Sold,Black,"$61,498.00",2025-10-02T13:09:00.000Z,"","$55,247.12","$6,250.88","$49,675.00","$55,875.00",103%,92%,8,14,216,246,60,140,"$1,714.00 above","",Off,0.0%,0,0,"$54,300.00",-$947.12,"$48,650.00","-$6,597.12","$1,027.00 below","$7,994.00 above"
2022,Toyota,RAV4,XLE,AWD,SUV,No,"",B35408B,2T3P1RFV4NW322534,Green,20,https://cdn.max.auto/102612/2T3P1RFV4NW322534/68e047d8c34e37662780e925.jpg,S,Oil Change,"",17,0,0,0,0,"18,276",Retail,Gray,"$31,498.00",2025-10-07T10:17:00.000Z,"","$27,677.45","$3,820.55","$28,175.00","$30,100.00",102%,89%,10,15,209,275,39,39,$546.00 above,"",Off,0.0%,0,0,"$27,900.00",$222.55,"$26,725.00",-$952.45,"$1,927.00 below",$418.00 above
2021,BMW,X1,xDrive28i,AWD,SUV,No,"",B35634A,WBXJG9C06M5S47440,Green,20,https://cdn.max.auto/102612/WBXJG9C06M5S47440/68dd495bc34e376627a6644b.jpg,S,Oil Change,"",14,0,0,0,1,"34,700",Retail,Black,"$24,998.00",2025-10-01T12:30:00.000Z,"","$22,295.44","$2,702.56","$21,700.00","$25,575.00",101%,90%,12,20,24,34,52,46,$233.00 above,"",Off,0.0%,0,0,"$22,300.00",$4.56,"$20,000.00","-$2,295.44","$3,302.00 below",$552.00 below
2015,Jeep,Grand Cherokee,Overland,4WD,SUV,No,"",L33811C,1C4RJFCG2FC104626,Red,0,"",S,,"",17,0,0,0,0,"188,404",Wholesale,Black,$0.00,"","","$4,700.00","","$4,025.00","$7,775.00","","",0,14,0,121,43,50,"","",On,0.0%,0,0,"$4,750.00",$50.00,"$5,300.00",$600.00,"",""
2025,BMW,3 Series,330i xDrive,AWD,Sedan,No,"",B35700,3MW89CW01S8F83167,Green,13,https://cdn.max.auto/102612/3MW89CW01S8F83167/68dd654cc34e3766270717ea.jpg,S,,"",13,0,0,0,0,10,Retail,White,"$55,045.00","","$55,045.00","$52,172.00","$2,873.00","","",107%,101%,68,70,86,94,35,51,"$3,439.00 above",$0.00 below,On,2.3%,"2,415",56,"","","","","",""
2026,BMW,X5,xDrive50e,AWD,SUV,No,"",B35709,5UX43EU04T9212429,Green,9,https://cdn.max.auto/102612/5UX43EU04T9212429/68dec96cc34e376627ece3a4.jpg,S,,"",13,0,0,0,0,3,Retail,Gray,"$88,525.00","","$88,525.00","$83,450.70","$5,074.30","","",106%,100%,32,34,316,347,53,46,"$5,159.00 above",$0.00 below,On,16.5%,85,14,"","","","","",""
2026,BMW,X3,30 xDrive,AWD,SUV,No,"",B35688,5UX53GP00T9207059,Green,9,https://cdn.max.auto/102612/5UX53GP00T9207059/68e4005dc34e376627f6525c.jpg,S,,"",13,0,0,0,0,2,Retail,Blue,"$62,290.00","","$62,290.00","$58,902.00","$3,388.00","","",108%,102%,337,352,422,477,180,258,"$4,686.00 above",$0.00 below,On,0.0%,0,0,"","","","","",""
2026,BMW,X3,30 xDrive,AWD,SUV,No,"",B35704,5UX53GP00T9207434,Green,9,https://cdn.max.auto/102612/5UX53GP00T9207434/68e00c0fc34e376627a8ba42.jpg,S,,"",13,0,0,0,0,2,Retail,Black,"$61,590.00","","$61,590.00","$58,252.00","$3,338.00","","",107%,101%,326,352,408,477,180,258,"$3,986.00 above",$0.00 below,On,0.0%,0,0,"","","","","",""
2026,BMW,X3,30 xDrive,AWD,SUV,No,"",B35708,5UX53GP03T9207654,Green,13,https://cdn.max.auto/102612/5UX53GP03T9207654/68dc3ea0c34e376627a91f63.jpg,S,,"",13,0,0,0,0,3,Retail,Blue,"$55,290.00","","$55,290.00","$52,392.00","$2,898.00","","",96%,91%,84,352,103,477,180,258,"$2,314.00 below",$0.00 below,On,0.0%,0,0,"","","","","",""
2026,BMW,X3,30 xDrive,AWD,SUV,No,"",B35712,5UX53GP09T9209912,Green,13,https://cdn.max.auto/102612/5UX53GP09T9209912/68dd654dc34e376627072114.jpg,S,,"",13,0,0,0,0,7,Retail,Gray,"$58,240.00","","$58,240.00","$55,137.00","$3,103.00","","",101%,96%,224,352,281,477,180,258,$636.00 above,$0.00 below,On,0.0%,0,0,"","","","","",""
2026,BMW,X3,M50 xDrive,AWD,SUV,No,"",B35713,5UX73GP06T9207379,Green,13,https://cdn.max.auto/102612/5UX73GP06T9207379/68dd4940c34e376627a61a64.jpg,S,,"",13,0,0,0,0,3,Retail,White,"$74,240.00","","$74,240.00","$70,022.00","$4,218.00","","",101%,96%,23,28,470,477,180,87,$920.00 above,$0.00 below,On,6.1%,114,7,"","","","","",""
2026,BMW,X1,xDrive28i,AWD,SUV,No,"",B35722,WBX73EF08T5433425,Green,13,https://cdn.max.auto/102612/WBX73EF08T5433425/68dd656ac34e3766270775f0.jpg,S,,"",13,1,0.1,0,1,6,Retail,White,"$46,705.00","","$46,705.00","$44,412.00","$2,293.00","","",95%,91%,6,126,7,169,190,298,"$2,284.00 below",$0.00 below,On,5.0%,40,2,"","","","","",""
2019,BMW,5 Series,540i xDrive,AWD,Sedan,No,"",B35710A,WBAJE7C53KWW13863,Yellow,21,https://cdn.max.auto/102612/WBAJE7C53KWW13863/68e1565ac34e3766274ee347.jpg,S,Oil Change,"",14,3,0.4,4,5,"64,483",Retail,Gray,"$29,498.00",2025-10-03T11:17:00.000Z,"","$22,275.00","$7,223.00","$21,975.00","$26,800.00",102%,77%,7,11,426,489,39,24,$601.00 above,"",On,17.0%,892,152,"$25,800.00","$3,525.00","$21,900.00",-$375.00,"$5,277.00 below","$2,107.00 above"
2024,BMW,5 Series,530i xDrive,AWD,Sedan,Yes,BMW Certified Pre-Owned (CPOV),BL34342A,WBA53FJ07RCS29167,Green,20,https://cdn.max.auto/102612/WBA53FJ07RCS29167/68deac47c34e37662791de42.jpg,S,Oil Change|BMW CPO,"",13,0,0,0,0,"14,171",Retail,Gray,"$48,998.00",2025-10-02T13:14:00.000Z,"","$46,788.71","$2,209.29","$41,000.00","$50,275.00",102%,97%,39,78,51,120,56,51,$832.00 above,"",On,0.0%,0,0,"$41,000.00","-$5,788.71","$36,975.00","-$9,813.71","$2,402.00 below","$3,323.00 above"
2021,BMW,X7,M50i,AWD,SUV,No,"",B35554B,5UXCX6C06M9G28185,Green,20,https://cdn.max.auto/102612/5UXCX6C06M9G28185/68dee83dc34e376627541c48.jpg,S,Oil Change,"",13,0,0,0,0,"69,762",Wholesale,Black,$0.00,2025-10-06T09:50:00.000Z,"","$39,423.74","","$35,475.00","$43,975.00","","","","","","","","","","",Off,0.0%,0,0,"$38,400.00","-$1,023.74","$36,875.00","-$2,548.74","",""
2022,BMW,5 Series,M550i xDrive,AWD,Sedan,Yes,BMW Certified Pre-Owned (CPOV),BN28907,WBA13BK07NCH89130,Green,21,https://cdn.max.auto/102612/WBA13BK07NCH89130/68e4005dc34e376627f65233.jpg,S,Oil Change|BMW CPO,"",13,1,0.1,1,1,"20,846",Sold,Gray,"$60,998.00",2025-10-06T06:10:00.000Z,"","$57,952.92","$3,045.08","$50,625.00","$57,400.00","","","","","","","","","","",Off,0.0%,0,0,"$54,500.00","-$3,452.92","$50,175.00","-$7,777.92","$2,202.00 below","$2,776.00 above"
2007,BMW,3 Series,328i,RWD,Sedan,No,"",B35508A,WBAVA33597KX82578,Red,0,"",S,,"",13,0,0,0,0,"149,781",Wholesale,"",$0.00,"","","$2,200.00","","$1,525.00","$6,400.00","","",0,7,0,28,61,53,"","",On,0.0%,0,0,"$1,600.00",-$600.00,"$1,225.00",-$975.00,"",""
